"","klasifikasi","score","text"
"511","Netral",0," krn yg kmrn blm dpt bansos smg nnti bansosnya dobel"
"512","Negatif",-1,"bisa dapat bsu  kali simak ketentuan dan cara cek penerima di sini  bsu bsu "
"513","Positif",1,"pada hari kamis tanggal  desember  bhabinkamtibmas polsek onanrunggu melaksanakan kegiatan pembagian bansos b "
"514","Negatif",-2,"program bansos bbm terbukti dorong dan lindungi konsumsi masyarakat bantuanbbmuntukrakyat bltbbmtepatsasaran "
"515","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"516","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"517","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"518","Negatif",-1," kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjung p"
"519","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"520","Positif",1," menang award kemaren juga belum ada tanda tanda bansos ya"
"521","Netral",0,"  kan yang penting aku gak borong barang bansos "
"522","Negatif",-2,"cara cek daftar penerima bansos kemensos dan bsu desember  cukup siapkan hp dan ktp  "
"523","Netral",0," babinsa panggangsari monitor pembagian bansos   kegiatan  koramil losari "
"524","Netral",0," program anis itu cuma bansos ormas aja yg terealisasiselebihnya nol"
"525","Netral",0," babinsa panggangsari monitor pembagian bansos   kegiatan  koramil losari "
"526","Netral",0," babinsa panggangsari monitor pembagian bansos   kegiatan  koramil losari "
"527","Negatif",-1,"kanit intelkam ipda rizlan monitoring pembagian bansosblt dan bbm dari pihak kantor pos di mako polsek kualuh hilit "
"528","Netral",0,"      tukang rebut bansos emang begitu bantuan biasanya di"
"529","Netral",0,"siswa spn polda jatim salurkan bansos kepada warga kurangmampu "
"530","Negatif",-2,"  nggak itu cuma judul aja faktanya bansos utk keluarga miskin yg punya tanah tapi tak punya ru "
"531","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"532","Negatif",-2,"kapolsek cilawu di dampingi kanit sabhara dan kepala desa sukamukti melaksanakan monitoring kegiatan penyaluran ban "
"533","Negatif",-1,"giat bansos talikasih untuk warga yang memiliki keterbatasan yang dilakukan oleh kapolsek babat supat iptu widya bh "
"534","Netral",0,"     tukang rebut bansos emang begitu bantuan biasa "
"535","Positif",1,"giat bansos untuk warga yang membutuhkan dipimpin oleh kapolsek babat supat iptu widya bhakti dira strk bersama p "
"536","Negatif",-1,"aaaaa aku khilaf lagi buang es koin buat koga xd  sm resos sih  tp lg musim bansos moga b tour ga kekurangan kek kemarin qwq"
"537","Positif",1,"giat bansos untuk warga desa tj kerang yang dilakukan oleh kapolsek babat supat iptu widya bhakti dira strk bersa "
"538","Negatif",-2,"program bansos bbm terbukti dorong dan lindungi konsumsi masyarakat bantuanbbmuntukrakyat bltbbmtepatsasaran "
"539","Negatif",-2,"program bansos bbm terbukti dorong dan lindungi konsumsi masyarakat bantuanbbmuntukrakyat bltbbmtepatsasaran "
"540","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"541","Negatif",-2,"program bansos bbm terbukti dorong dan lindungi konsumsi masyarakat bantuanbbmuntukrakyat bltbbmtepatsasaran "
"542","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"543","Negatif",-2," quick respon personel satbrimob polda aceh membantu masyarakat yang terdampak banjir dan penyaluran bansos di aceh tamiang"
"544","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"545","Netral",0,"bhabinkamtibmas aipda d silitonga menyalurkan bansos sembako dari presiden ri ir joko widodo kepada keluarga kura "
"546","Netral",0," ohh iya bansos"
"547","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"548","Negatif",-2," hepiele ngasih bansos setengah setengah"
"549","Negatif",-2," quick respon personel satbrimob polda aceh membantu masyarakat yang terdampak banjir dan penyaluran bansos di aceh tamiang"
"550","Netral",0,"rw tak tau malau bukanya membantu meringankan warga yg kurang mampu ini mah malah mengejar mengejar warga yang mena "
"551","Positif",1,"lu lihat di bong ngga kaya menteri mukidi bansos diembat "
"552","Positif",1,"pendistribusian bansos oleh tim healing polres kuningan "
"553","Netral",0,"harga telur ayam melambung hingga rpkg garagara bansos "
"554","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"555","Negatif",-2,"program bansos bbm terbukti dorong dan lindungi konsumsi masyarakat  bantuanbbmuntukrakyat bltbbmtepatsasaran "
"556","Negatif",-2,"program bansos terbukti dorong dan lindungi konsumsi masyarakat bantuanbbmuntukrakyat bltbbmtepatsasaran "
"557","Negatif",-2,"program bansos bbm terbukti dorong dan lindungi konsumsi masyarakat  bantuanbbmuntukrakyat bltbbmtepatsasaran "
"558","Negatif",-2,"program bansos bbm terbukti dorong dan lindungi konsumsi masyarakat  bantuanbbmuntukrakyat bltbbmtepatsasaran "
"559","Negatif",-2,"program bansos bbm terbukti dorong dan lindungi konsumsi masyarakat  bantuanbbmuntukrakyat bltbbmtepatsasaran "
"560","Negatif",-2,"program bansos bbm terbukti dorong dan lindungi konsumsi masyarakat  bantuanbbmuntukrakyat bltbbmtepatsasaran "
"561","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"562","Positif",1,"cara daftar jadi penerima bansos dki jakarta yang dibuka pada bulan desember   "
"563","Netral",0,"giat sambang dan menyampaikan pesan kamtibmas kepada warga binaan dalam rangka penyaluran dana bansos bpnt desa sin "
"564","Negatif",-1,"dapet bansos ga nih "
"565","Positif",1," perasaan kemarin yang menang gak dapet bansos wkwkwk"
"566","Netral",0,"bansos bbm ringankan rakyat bantuanbbmuntukrakyat bltbbmtepatsasaran subsiditepatsasaran cerdaspakaibbm "
"567","Netral",0,"pemdes nyalindung salurkan  bansos blt bbm danbpnt "
"568","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"569","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"570","Positif",1," ges yang kemaren menang award aja gaada bansos kenapa kalian masih ngarep yg ini dapet bansos "
"571","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"572","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"573","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"574","Negatif",-1," kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjung p"
"575","Netral",0,"referensi  sumber foto  sumber  sumber  "
"576","Negatif",-1,"blt bbm rp ribu sudah cair di  provinsi ini bersamaan dengan bansos pkh dan bpnt cek daftar penerimanya "
"577","Positif",1,"melansir dari  tak tanggungtanggung bapak juliari diduga meraup untung dari dana bansos s "
"578","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"579","Netral",0,"ratusan warga desa sukamulya pangatikan garut datangi balai desa untuk dapatkan bansos  via  "
"580","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"581","Positif",1,"jangan kasih bansos yang pakai bensin non subsidi  "
"582","Negatif",-1," ayo bansos biar ky game sebelah"
"583","Netral",0," asaan lantern rite emang selalu ngasih bansos"
"584","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"585","Negatif",-1,"kapolres pangandaran melalui kapolsek langkaplancar laks giat optimalisasi pelayanan publik  pengawalan dan penyal "
"586","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"587","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"588","Negatif",-2," kapolres pacitan gelar trabas dalam rangka patroli kamtibmas dan pembagian bansos kepada warga kurang mampu di wilayah k"
"589","Negatif",-1," korupsi bansos "
"590","Positif",1,"kegiatan kapolsek cipeundeuy akp kustiawan spd mm chra kontrol ke kantor pos bersama anggota mengamankan da "
"591","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"592","Netral",0," ada bansos bulanan di shop wkwk "
"593","Negatif",-1," ini tukang survey yang sama yang bilang bansos kemensos tepat sasaran terus gak lama kemudian mensos dicokok kpk"
"594","Negatif",-2,"sebagai bentuk pelayanan kepada masyarakat polri khususnya polsek siantar selatan melaksanakan giat penyerahan ban "
"595","Netral",0," aku blm login tpi mksutny bansos apa yh"
"596","Positif",2,"bhabinkamtibmas polsek langensari bripka andri sulistianto memberikan bantuan sosial  bansos  berupa sembako kepa "
"597","Netral",0," bansos ini dipastikan cair pada desember  di antaranya pkh dan blt bbm apakah namamu terdaftar sebagai pene "
"598","Netral",0,"uwooooogh nunggu bansos gbf"
"599","Negatif",-1,"cara daftar akun di aplikasi cek bansos untuk dapat bansos yang cair hingga akhir tahun   "
"600","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"601","Netral",0,"aipda nurdin s bhabinkamtibmas desa wantilan melaksanakan pengamanan dan pendampingan penyaluran dana bansos blt bb "
"602","Netral",0,"          mant "
"603","Positif",3,"bhabinkamtibmas polsek langensari aipda edi kandayatno sh memberikan bantuan sosial  bansos  berupa sembako ke "
"604","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"605","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"606","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"607","Negatif",-2,"  buat bancakan para pejabat pembuat keputusan dan para pemegang program dan proyek pembang "
"608","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"609","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"610","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"611","Netral",0,"kegiatan penyerahan bansos berupa beras dan sembako kepada warga kel toba langsung diserahkan oleh kapolsek siant "
"612","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"613","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"614","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"615","Netral",0,"enstarie dihari natal dapet bansos kamen rider fans dihari natal dapet suprise dari yuya takahashi"
"616","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"617","Positif",2," di hari yang penuh berkah ini polsek palaran bersama dengan siswa latja dari spn polda kaltim menyalurkan bantuan sosial b"
"618","Netral",0,"pemberian bansos kepada masyarakat yg kurang mampu disabilitas  dilaksanakan oleh siswa latja spn hinai "
"619","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"620","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"621","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"622","Netral",0,"day   rb tapi day  malah  rb  hepiele mabok kebanyakan ngasih bansos"
"623","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"624","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"625","Netral",0,"masih tentang pendistribusian bansos kemensos polripresisi quickwinspresisi "
"626","Positif",1," org indonesia paling tdk takut covidwalau ditakuti sdmikian rupatakut kluar rmh krn takut polisitmp re "
"627","Negatif",-1," mungkin cuma di desaku pemerintah daerahnya menganggap bahwa blt bansos pkh dan bantuan lainnya adalah bentuk rejeki si"
"628","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"629","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"630","Negatif",-1," trs pripun niki tanggapane pak  sama pemimpin di desa kami yg pungli bansos sampe  "
"631","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"632","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"633","Positif",1,"mana ni bansosnya kmrn juga menang award kaga dikasih bansos "
"634","Netral",0," yeeeyyy slamat hoyovers slamat genshiin   ehem kami tunggu bansos primogemnya ya "
"635","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"636","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"637","Positif",1,"sudah diverifikasi kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polr "
"638","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"639","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"640","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"641","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"642","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"643","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"644","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"645","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"646","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"647","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"648","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"649","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"650","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"651","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"652","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"653","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"654","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"655","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"656","Netral",0," bansos kemaren aja belom dikirim"
"657","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"658","Positif",2," di hari yang penuh berkah ini polsek palaran bersama dengan siswa latja dari spn polda kaltim menyalurkan bantuan sosial b"
"659","Positif",2," di hari yang penuh berkah ini polsek palaran bersama dengan siswa latja dari spn polda kaltim menyalurkan bantuan sosial b"
"660","Netral",0," bansos lagi otw"
"661","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"662","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"663","Netral",0,"bhabinkamtibmas kelsendangguwo aipda dody eko s sh melaksanakan pengamanan pembagian kartu undangan untuk pembag "
"664","Negatif",-1,"bansos untuk masyarakat cianjur binresponcepatbencanaalam binpedulikorbanbencana binturutberdukagempacianjur "
"665","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"666","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"667","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"668","Positif",2," di hari yang penuh berkah ini polsek palaran bersama dengan siswa latja dari spn polda kaltim menyalurkan bantuan sosial b"
"669","Netral",0,"berikan bansos kepelosok cianjur binresponcepatbencanaalam binpedulikorbanbencana binturutberdukagempacianjur "
"670","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"671","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"672","Netral",0,"cek penerima bansos rp online pakai hp dan ktp  "
"673","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"674","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"675","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"676","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"677","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"678","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"679","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"680","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"681","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"682","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"683","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"684","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"685","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"686","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"687","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"688","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"689","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"690","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"691","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"692","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"693","Negatif",-2," siang admin mau tanya terkait bansos saya mau daftar usulan sudah isi data lengkap di aplikasi cek ba "
"694","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"695","Netral",0,"polsek senapelan polresta pekanbaru berikan bansos kepada warga yang membutuhkan di kec senapelan "
"696","Positif",2,"giat bansos pada hari rabu tgl  desember   personil polsek muara badak polres bontang memberikan bantuan beru "
"697","Negatif",-1,"polsek payung sekaki dan bhabinkamtibmas kel tirtasiak melaksanakan sambang kerumah warga yang dalam keadaan sakit "
"698","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"699","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"700","Netral",0,"   padahal dia antre bansos paling depan"
"701","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"702","Netral",0," bansos nya banyakin dong hoyo"
"703","Netral",0,"selasa  november  kegiatan pemberian bansos bahan pokok dari mahatmia bali "
"704","Netral",0," jgn ekspektasi guys itu us play store klo cuma di us buat apa di server lain dpt bansos"
"705","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"706","Netral",0,"lanjut  inilah rincian bansos dari negara yang rampung desember     lewat "
"707","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"708","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"709","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"710","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"711","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"712","Netral",0,"bansos kepanti asuhan "
"713","Negatif",-2,"     klo ga gitu dia ga dapat bansos biar sj kasihan ntar kelafarhaann "
"714","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"715","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"716","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"717","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"718","Netral",0,"bhabinkamtibmas polsek majalengka monitoring penyaluran bansos "
"719","Positif",1,"daftar nama penerima bansos pkh tahap  ada di link ini cek sekarang online via hp agar dapat blt "
"720","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"721","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"722","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"723","Negatif",-2," ehehe dapet bansos ga ya"
"724","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"725","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"726","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"727","Netral",0," tertotal kemarin aku x pull x free dari misi tour x dari bansos login  cm dpt b  b  yg ba "
"728","Netral",0," di konoha bansos aja diembat "
"729","Netral",0," pspspsp bansos"
"730","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"731","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"732","Netral",0,"  cherry picking  memilih amp  menunjukkan data yg mendukung pendapat kita amp  mengabaikan yg ga sesuai atau nyomot sebagian"
"733","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"734","Netral",0,"  bru juga apa gk ada yg bisa koment positifgerombolan rampok bansoskbykan mkn uan "
"735","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"736","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"737","Negatif",-1,"ipda sendy ariesta sh kanit binmas polsek pinang monitoring pengamanan kegiatan penyaluran bansos bbm sambako dan "
"738","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"739","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"740","Positif",1," kak mohon informasinya saya sedang melakukan pendaftaran dtks melali app cek bansos setelah dibuat sy "
